,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
3533,3,4,4,2,5,1,0,0,6,2,1,2,2,3,3,0,3,1,4,2,6,0
3534,6,4,4,1,2,1,0,0,8,0,1,1,1,0,6,0,3,1,2,1,5,0
3535,3,4,5,2,5,1,0,0,8,2,1,2,2,6,8,0,3,1,4,2,5,0
3536,3,4,5,2,5,1,0,0,8,2,1,2,2,3,3,0,3,1,4,2,5,0
3537,6,3,4,1,1,1,2,2,6,0,1,2,2,8,8,0,3,1,4,2,4,0
3538,3,4,4,2,5,1,0,0,8,2,1,2,2,6,8,0,3,1,4,3,6,0
3539,3,4,3,2,5,1,0,0,11,2,1,2,2,8,8,0,3,1,4,3,5,0
3540,6,1,4,1,2,1,0,0,2,0,1,1,1,6,4,0,3,1,2,1,6,0
3541,6,4,5,2,5,1,0,0,11,2,1,2,2,3,6,0,3,1,4,3,6,0
3542,3,4,3,2,5,1,0,0,10,2,1,2,2,6,3,0,3,1,4,3,5,0
3543,3,1,3,2,5,1,0,0,6,2,1,2,2,6,3,0,3,1,4,2,5,0
3544,6,3,6,1,1,1,0,2,6,0,1,2,2,8,8,0,3,1,4,3,4,0
3545,6,1,4,1,2,1,0,0,4,0,1,1,1,6,6,0,3,1,2,1,5,0
3546,3,4,3,2,5,1,0,0,8,2,1,2,2,6,8,0,3,1,4,2,5,0
3547,3,4,4,2,5,1,0,0,8,2,1,2,2,3,8,0,3,1,4,2,5,0
3548,6,3,6,1,1,1,0,2,8,0,1,2,2,8,8,0,3,1,4,3,5,0
3549,3,1,4,2,5,1,0,0,10,2,1,2,2,8,3,0,3,1,4,3,6,0
3550,3,1,3,2,5,1,0,0,6,2,1,2,2,8,8,0,3,1,4,2,6,0
3551,3,1,5,2,5,1,0,0,10,2,1,2,2,3,8,0,3,1,4,2,5,0
3552,6,4,4,2,5,1,0,0,6,2,1,2,2,8,8,0,3,1,4,3,5,0
3553,6,4,5,2,5,1,0,0,11,2,1,2,2,8,6,0,3,1,4,3,6,0
3554,3,4,5,2,5,1,0,0,10,2,1,2,2,3,6,0,3,1,4,3,6,0
3555,6,1,6,1,1,1,0,2,8,0,1,2,2,8,8,0,3,1,4,2,5,0
3556,3,1,3,2,5,1,0,0,8,2,1,2,2,8,6,0,3,1,4,2,5,0
3557,6,4,10,1,2,1,0,0,8,0,1,1,1,4,4,0,3,1,2,1,6,0
3558,6,3,4,1,1,1,2,2,8,0,1,2,2,8,8,0,3,1,4,3,5,0
3559,3,4,5,2,5,1,0,0,11,2,1,2,2,8,8,0,3,1,4,2,5,0
3560,3,1,4,1,2,1,0,0,8,0,1,1,1,4,4,0,3,1,2,1,5,0
3561,6,1,4,1,1,1,2,2,6,0,1,2,2,8,8,0,3,1,4,2,4,0
3562,3,4,4,2,5,1,0,0,8,2,1,2,2,6,3,0,3,1,4,2,6,0
3563,3,4,4,2,5,1,0,0,10,2,1,2,2,3,3,0,3,1,4,2,5,0
3564,3,4,4,2,5,1,0,0,11,2,1,2,2,3,6,0,3,1,4,3,5,0
3565,6,4,5,2,5,1,0,0,11,2,1,2,2,3,8,0,3,1,4,3,6,0
3566,6,1,10,1,2,1,0,0,8,0,1,1,1,0,4,0,3,1,2,1,5,1
3567,3,1,4,2,5,1,0,0,10,2,1,2,2,3,8,0,3,1,4,3,6,0
3568,6,1,4,1,2,1,0,0,8,0,1,1,1,0,6,0,3,1,2,1,5,5
3569,3,4,3,2,5,1,0,0,10,2,1,2,2,3,8,0,3,1,4,3,5,0
3570,3,1,3,2,5,1,0,0,11,2,1,2,2,6,3,0,3,1,4,3,6,0
3571,3,1,4,1,2,1,0,0,8,0,1,1,1,4,6,0,3,1,2,1,6,0
3572,3,1,3,2,5,1,0,0,8,2,1,2,2,6,3,0,3,1,4,2,5,0
3573,6,1,10,1,2,1,0,0,2,0,1,1,1,6,4,0,3,1,2,1,6,5
3574,3,1,3,2,5,1,0,0,10,2,1,2,2,3,3,0,3,1,4,3,5,0
3575,3,1,4,2,5,1,0,0,10,2,1,2,2,8,8,0,3,1,4,3,5,0
3576,3,1,3,2,5,1,0,0,8,2,1,2,2,3,3,0,3,1,4,2,5,0
3577,3,4,3,2,5,1,0,0,6,2,1,2,2,8,8,0,3,1,4,3,5,0
3578,3,4,3,2,5,1,0,0,6,2,1,2,2,3,8,0,3,1,4,2,6,0
3579,3,4,5,2,5,1,0,0,6,2,1,2,2,3,6,0,3,1,4,3,5,0
3580,3,1,4,2,5,1,0,0,11,2,1,2,2,3,3,0,3,1,4,3,5,0
3581,3,1,3,2,5,1,0,0,8,2,1,2,2,6,8,0,3,1,4,3,5,0
3582,6,1,4,1,2,1,0,0,2,0,1,1,1,0,0,0,3,1,2,1,5,1
3583,3,4,5,2,5,1,0,0,10,2,1,2,2,8,3,0,3,1,4,2,6,0
3584,6,1,4,1,1,1,0,2,6,0,1,2,2,8,8,0,3,1,4,2,5,0
3585,3,4,5,2,5,1,0,0,11,2,1,2,2,3,8,0,3,1,4,3,5,0
3586,3,4,4,2,5,1,0,0,11,2,1,2,2,8,3,0,3,1,4,2,5,0
3587,6,1,3,2,5,1,0,0,8,2,1,2,2,6,3,0,3,1,4,2,6,0
3588,3,4,3,2,5,1,0,0,8,2,1,2,2,6,6,0,3,1,4,2,6,0
3589,3,1,4,2,5,1,0,0,8,2,1,2,2,6,6,0,3,1,4,3,5,0
3590,6,4,4,2,5,1,0,0,8,2,1,2,2,3,3,0,3,1,4,3,5,0
3591,6,1,6,1,1,1,0,2,2,0,1,2,2,8,8,0,3,1,4,2,4,0
3592,6,4,5,2,5,1,0,0,6,2,1,2,2,6,6,0,3,1,4,3,6,0
3593,3,4,5,2,5,1,0,0,6,2,1,2,2,8,3,0,3,1,4,2,5,0
3594,3,4,4,2,5,1,0,0,11,2,1,2,2,6,3,0,3,1,4,2,6,0
3595,3,1,4,1,2,1,0,0,2,0,1,1,1,4,4,0,3,1,2,1,6,1
3596,3,4,4,2,5,1,0,0,11,2,1,2,2,6,6,0,3,1,4,3,5,0
3597,3,4,3,2,5,1,0,0,6,2,1,2,2,3,3,0,3,1,4,2,6,0
3598,6,1,4,1,2,1,0,0,2,0,1,1,1,6,0,0,3,1,2,1,6,1
3599,3,4,5,2,5,1,0,0,6,2,1,2,2,6,3,0,3,1,4,2,6,0
3600,6,1,4,1,2,1,0,0,4,0,1,1,1,6,0,0,3,1,2,1,5,1
3601,3,1,3,2,5,1,0,0,11,2,1,2,2,8,6,0,3,1,4,2,6,0
3602,6,4,5,2,5,1,0,0,11,2,1,2,2,3,8,0,3,1,4,2,6,0
3603,6,4,4,2,5,1,0,0,8,2,1,2,2,6,8,0,3,1,4,2,6,0
3604,3,4,3,2,5,1,0,0,10,2,1,2,2,8,3,0,3,1,4,2,5,0
3605,6,4,4,1,2,1,0,0,8,0,1,1,1,0,4,0,3,1,2,1,5,0
3606,6,3,4,1,1,1,0,2,2,0,1,2,2,8,8,0,3,1,4,2,5,0
3607,6,1,4,1,2,1,0,0,8,0,1,1,1,0,4,0,3,1,2,1,5,1
3608,6,1,4,1,2,1,0,0,8,0,1,1,1,0,0,0,3,1,2,1,5,5
3609,3,1,4,1,2,1,0,0,8,0,1,1,1,0,0,0,3,1,2,1,6,5
3610,3,1,4,2,5,1,0,0,10,2,1,2,2,8,8,0,3,1,4,2,5,0
3611,6,1,4,1,2,1,0,0,2,0,1,1,1,0,4,0,3,1,2,1,5,0
3612,3,4,3,2,5,1,0,0,8,2,1,2,2,8,6,0,3,1,4,2,5,0
3613,3,4,5,2,5,1,0,0,11,2,1,2,2,6,3,0,3,1,4,3,5,0
3614,3,4,5,2,5,1,0,0,6,2,1,2,2,8,3,0,3,1,4,2,6,0
3615,6,4,10,1,2,1,0,0,8,0,1,1,1,4,0,0,3,1,2,1,6,0
3616,3,4,4,2,5,1,0,0,6,2,1,2,2,8,8,0,3,1,4,2,6,0
3617,6,1,6,1,1,1,2,2,10,0,1,2,2,8,8,0,3,1,4,3,4,0
3618,3,1,3,2,5,1,0,0,11,2,1,2,2,8,8,0,3,1,4,3,6,0
3619,3,4,5,2,5,1,0,0,6,2,1,2,2,3,6,0,3,1,4,2,6,0
3620,6,4,5,2,5,1,0,0,6,2,1,2,2,8,3,0,3,1,4,2,5,0
3621,3,1,3,2,5,1,0,0,8,2,1,2,2,8,8,0,3,1,4,3,6,0
3622,6,1,4,1,2,1,0,0,4,0,1,1,1,6,4,0,3,1,2,1,6,1
3623,6,1,4,1,2,1,0,0,4,0,1,1,1,6,4,0,3,1,2,1,5,5
3624,3,1,4,2,5,1,0,0,6,2,1,2,2,6,3,0,3,1,4,2,5,0
3625,6,1,5,2,5,1,0,0,10,2,1,2,2,6,8,0,3,1,4,3,5,0
3626,6,1,4,1,2,1,0,0,8,0,1,1,1,6,6,0,3,1,2,1,5,0
3627,3,1,4,2,5,1,0,0,11,2,1,2,2,6,3,0,3,1,4,3,6,0
3628,6,1,6,1,1,1,0,2,2,0,1,2,2,8,8,0,3,1,4,3,4,0
3629,3,4,5,2,5,1,0,0,6,2,1,2,2,8,8,0,3,1,4,3,5,0
3630,3,4,4,2,5,1,0,0,6,2,1,2,2,3,6,0,3,1,4,2,6,0
3631,6,1,4,1,2,1,0,0,2,0,1,1,1,4,4,0,3,1,2,1,6,5
3632,6,1,3,2,5,1,0,0,11,2,1,2,2,3,3,0,3,1,4,2,6,0
3633,6,3,4,1,1,1,2,2,10,0,1,2,2,8,8,0,3,1,4,2,4,0
3634,6,1,4,1,2,1,0,0,4,0,1,1,1,0,6,0,3,1,2,1,5,1
3635,3,4,5,2,5,1,0,0,6,2,1,2,2,8,6,0,3,1,4,3,5,0
3636,6,1,4,1,2,1,0,0,2,0,1,1,1,4,0,0,3,1,2,1,5,0
3637,3,4,3,2,5,1,0,0,8,2,1,2,2,6,3,0,3,1,4,2,5,0
3638,3,1,4,2,5,1,0,0,10,2,1,2,2,6,8,0,3,1,4,3,6,0
3639,3,1,4,2,5,1,0,0,11,2,1,2,2,3,6,0,3,1,4,3,6,0
3640,3,4,5,2,5,1,0,0,11,2,1,2,2,8,6,0,3,1,4,3,6,0
3641,3,4,3,2,5,1,0,0,10,2,1,2,2,8,6,0,3,1,4,3,6,0
3642,3,4,4,2,5,1,0,0,8,2,1,2,2,3,3,0,3,1,4,2,6,0
3643,3,4,3,2,5,1,0,0,10,2,1,2,2,8,3,0,3,1,4,2,6,0
3644,3,4,5,2,5,1,0,0,6,2,1,2,2,6,8,0,3,1,4,2,6,0
3645,6,4,10,1,2,1,0,0,8,0,1,1,1,6,4,0,3,1,2,1,6,1
3646,3,1,4,2,5,1,0,0,10,2,1,2,2,6,6,0,3,1,4,2,6,0
3647,3,4,5,2,5,1,0,0,10,2,1,2,2,3,8,0,3,1,4,3,5,0
3648,6,1,4,1,2,1,0,0,2,0,1,1,1,4,0,0,3,1,2,1,6,1
3649,6,1,4,1,2,1,0,0,8,0,1,1,1,6,0,0,3,1,2,1,5,0
3650,6,1,4,1,2,1,0,0,8,0,1,1,1,0,4,0,3,1,2,1,6,5
3651,3,4,3,2,5,1,0,0,10,2,1,2,2,3,6,0,3,1,4,3,6,0
3652,3,4,5,2,5,1,0,0,8,2,1,2,2,8,6,0,3,1,4,2,5,0
3653,6,4,4,1,2,1,0,0,8,0,1,1,1,4,4,0,3,1,2,1,6,0
3654,6,1,4,1,2,1,0,0,8,0,1,1,1,6,0,0,3,1,2,1,5,5
3655,3,4,4,1,2,1,0,0,8,0,1,1,1,0,0,0,3,1,2,1,5,5
3656,3,4,5,2,5,1,0,0,11,2,1,2,2,6,8,0,3,1,4,3,5,0
3657,6,1,4,1,1,1,2,2,6,0,1,2,2,8,8,0,3,1,4,3,4,0
3658,3,1,3,2,5,1,0,0,6,2,1,2,2,6,6,0,3,1,4,3,5,0
3659,3,1,10,1,2,1,0,0,4,0,1,1,1,4,0,0,3,1,2,1,6,0
3660,3,4,5,2,5,1,0,0,10,2,1,2,2,3,6,0,3,1,4,3,5,0
3661,6,4,3,2,5,1,0,0,10,2,1,2,2,8,6,0,3,1,4,2,6,0
3662,6,1,4,1,2,1,0,0,4,0,1,1,1,0,0,0,3,1,2,1,6,5
3663,6,4,5,2,5,1,0,0,8,2,1,2,2,8,8,0,3,1,4,2,6,0
3664,6,3,9,1,1,1,0,2,2,0,1,2,2,8,8,0,3,1,4,3,5,0
3665,3,4,4,2,5,1,0,0,8,2,1,2,2,8,3,0,3,1,4,2,5,0
3666,3,1,3,2,5,1,0,0,8,2,1,2,2,6,6,0,3,1,4,3,5,0
3667,3,4,4,2,5,1,0,0,8,2,1,2,2,6,6,0,3,1,4,3,6,0
3668,6,1,4,1,2,1,0,0,2,0,1,1,1,6,0,0,3,1,2,1,5,0
3669,3,4,3,2,5,1,0,0,10,2,1,2,2,8,8,0,3,1,4,3,5,0
3670,3,4,3,2,5,1,0,0,8,2,1,2,2,8,3,0,3,1,4,3,6,0
3671,6,3,6,1,1,1,0,2,2,0,1,2,2,8,8,0,3,1,4,2,4,0
3672,3,1,3,2,5,1,0,0,10,2,1,2,2,8,8,0,3,1,4,2,5,0
3673,3,1,4,2,5,1,0,0,10,2,1,2,2,3,6,0,3,1,4,2,6,0
3674,3,1,4,2,5,1,0,0,11,2,1,2,2,8,8,0,3,1,4,3,6,0
3675,3,1,4,2,5,1,0,0,10,2,1,2,2,3,6,0,3,1,4,3,5,0
3676,6,1,4,1,2,1,0,0,4,0,1,1,1,0,0,0,3,1,2,1,5,5
3677,3,4,5,2,5,1,0,0,8,2,1,2,2,6,3,0,3,1,4,3,6,0
3678,3,4,4,2,5,1,0,0,6,2,1,2,2,8,3,0,3,1,4,2,5,0
3679,3,4,5,2,5,1,0,0,10,2,1,2,2,6,6,0,3,1,4,2,6,0
3680,6,3,6,1,1,1,0,2,6,0,1,2,2,8,8,0,3,1,4,2,4,0
3681,3,4,3,2,5,1,0,0,6,2,1,2,2,6,6,0,3,1,4,2,6,0
3682,3,4,4,2,5,1,0,0,8,2,1,2,2,3,6,0,3,1,4,2,5,0
3683,3,4,3,2,5,1,0,0,6,2,1,2,2,8,6,0,3,1,4,2,6,0
3684,6,3,9,1,1,1,0,2,10,0,1,2,2,8,8,0,3,1,4,2,4,0
3685,6,1,4,1,2,1,0,0,4,0,1,1,1,4,4,0,3,1,2,1,5,5
3686,3,4,5,2,5,1,0,0,11,2,1,2,2,8,6,0,3,1,4,3,5,0
3687,6,1,4,1,2,1,0,0,2,0,1,1,1,6,6,0,3,1,2,1,5,1
3688,6,1,9,1,1,1,0,2,6,0,1,2,2,8,8,0,3,1,4,3,4,0
3689,3,4,5,2,5,1,0,0,11,2,1,2,2,3,3,0,3,1,4,2,6,0
3690,3,4,4,2,5,1,0,0,8,2,1,2,2,8,8,0,3,1,4,3,5,0
3691,3,4,4,2,5,1,0,0,6,2,1,2,2,8,8,0,3,1,4,3,5,0
3692,3,4,4,2,5,1,0,0,11,2,1,2,2,8,6,0,3,1,4,3,5,0
3693,6,1,9,1,1,1,2,2,8,0,1,2,2,8,8,0,3,1,4,3,5,0
3694,3,1,3,2,5,1,0,0,10,2,1,2,2,8,8,0,3,1,4,3,5,0
3695,6,1,4,1,2,1,0,0,2,0,1,1,1,6,0,0,3,1,2,1,5,1
3696,3,4,5,2,5,1,0,0,11,2,1,2,2,3,8,0,3,1,4,3,6,0
3697,3,4,5,2,5,1,0,0,8,2,1,2,2,6,3,0,3,1,4,3,5,0
3698,6,3,6,1,1,1,0,2,10,0,1,2,2,8,8,0,3,1,4,2,5,0
3699,3,4,4,2,5,1,0,0,6,2,1,2,2,8,3,0,3,1,4,3,6,0
3700,6,3,6,1,1,1,0,2,2,0,1,2,2,8,8,0,3,1,4,3,5,0
3701,6,4,5,2,5,1,0,0,6,2,1,2,2,8,6,0,3,1,4,3,6,0
3702,6,4,4,1,2,1,0,0,8,0,1,1,1,0,0,0,3,1,2,1,6,1
3703,3,4,3,2,5,1,0,0,11,2,1,2,2,3,8,0,3,1,4,2,6,0
3704,6,1,6,1,1,1,0,2,8,0,1,2,2,8,8,0,3,1,4,3,4,0
3705,6,1,4,1,2,1,0,0,8,0,1,1,1,6,4,0,3,1,2,1,5,5
3706,3,1,3,2,5,1,0,0,10,2,1,2,2,8,3,0,3,1,4,3,6,0
3707,3,1,3,2,5,1,0,0,11,2,1,2,2,3,8,0,3,1,4,2,6,0
3708,6,1,4,1,1,1,0,2,10,0,1,2,2,8,8,0,3,1,4,3,4,0
3709,6,1,4,1,2,1,0,0,8,0,1,1,1,4,4,0,3,1,2,1,5,1
3710,3,4,4,2,5,1,0,0,6,2,1,2,2,8,8,0,3,1,4,3,6,0
3711,6,1,4,1,2,1,0,0,8,0,1,1,1,4,0,0,3,1,2,1,5,0
3712,3,1,3,2,5,1,0,0,11,2,1,2,2,6,6,0,3,1,4,2,5,0
3713,3,4,5,2,5,1,0,0,10,2,1,2,2,8,6,0,3,1,4,2,5,0
3714,3,4,10,1,2,1,0,0,4,0,1,1,1,0,4,0,3,1,2,1,6,0
3715,3,4,3,2,5,1,0,0,6,2,1,2,2,8,8,0,3,1,4,2,6,0
3716,3,4,3,2,5,1,0,0,8,2,1,2,2,8,8,0,3,1,4,2,5,0
3717,3,4,5,2,5,1,0,0,11,2,1,2,2,3,3,0,3,1,4,3,6,0
3718,6,1,5,2,5,1,0,0,11,2,1,2,2,3,6,0,3,1,4,2,5,0
3719,3,4,4,1,2,1,0,0,2,0,1,1,1,6,0,0,3,1,2,1,5,0
3720,3,4,4,2,5,1,0,0,10,2,1,2,2,3,8,0,3,1,4,3,5,0
3721,3,1,3,2,5,1,0,0,11,2,1,2,2,6,8,0,3,1,4,2,6,0
3722,3,4,5,2,5,1,0,0,8,2,1,2,2,6,6,0,3,1,4,3,5,0
3723,6,4,4,2,5,1,0,0,8,2,1,2,2,6,8,0,3,1,4,3,6,0
3724,6,4,5,2,5,1,0,0,11,2,1,2,2,3,8,0,3,1,4,2,5,0
3725,6,1,4,1,2,1,0,0,8,0,1,1,1,0,0,0,3,1,2,1,5,0
3726,6,3,9,1,1,1,2,2,2,0,1,2,2,8,8,0,3,1,4,3,5,0
3727,3,1,10,1,2,1,0,0,2,0,1,1,1,4,0,0,3,1,2,1,5,5
3728,3,4,5,2,5,1,0,0,10,2,1,2,2,6,3,0,3,1,4,3,5,0
3729,3,4,3,2,5,1,0,0,8,2,1,2,2,6,3,0,3,1,4,2,6,0
3730,3,1,3,2,5,1,0,0,10,2,1,2,2,6,3,0,3,1,4,3,6,0
3731,3,1,3,2,5,1,0,0,11,2,1,2,2,6,6,0,3,1,4,3,6,0
3732,3,4,3,2,5,1,0,0,11,2,1,2,2,3,6,0,3,1,4,3,5,0
3733,3,4,5,2,5,1,0,0,6,2,1,2,2,3,3,0,3,1,4,2,6,0
3734,3,4,3,2,5,1,0,0,6,2,1,2,2,8,3,0,3,1,4,2,5,0
3735,6,4,4,1,2,1,0,0,4,0,1,1,1,4,4,0,3,1,2,1,6,1
3736,3,4,3,2,5,1,0,0,11,2,1,2,2,6,6,0,3,1,4,3,6,0
3737,3,4,5,2,5,1,0,0,8,2,1,2,2,8,8,0,3,1,4,3,6,0
3738,6,1,4,1,2,1,0,0,8,0,1,1,1,6,4,0,3,1,2,1,5,0
3739,6,1,9,1,1,1,2,2,8,0,1,2,2,8,8,0,3,1,4,2,4,0
3740,6,1,4,1,1,1,2,2,8,0,1,2,2,8,8,0,3,1,4,2,5,0
3741,6,4,5,2,5,1,0,0,10,2,1,2,2,8,3,0,3,1,4,3,6,0
3742,3,1,10,1,2,1,0,0,4,0,1,1,1,6,6,0,3,1,2,1,5,5
3743,6,3,4,1,1,1,2,2,6,0,1,2,2,8,8,0,3,1,4,3,5,0
3744,3,4,3,2,5,1,0,0,11,2,1,2,2,3,8,0,3,1,4,3,5,0
3745,3,4,3,2,5,1,0,0,10,2,1,2,2,8,8,0,3,1,4,3,6,0
3746,3,1,3,2,5,1,0,0,8,2,1,2,2,3,6,0,3,1,4,2,5,0
3747,6,1,10,1,2,1,0,0,8,0,1,1,1,0,4,0,3,1,2,1,5,0
3748,3,4,5,2,5,1,0,0,10,2,1,2,2,3,3,0,3,1,4,3,5,0
3749,3,1,3,2,5,1,0,0,11,2,1,2,2,8,8,0,3,1,4,3,5,0
3750,3,4,3,2,5,1,0,0,10,2,1,2,2,6,8,0,3,1,4,3,5,0
3751,6,1,10,1,2,1,0,0,8,0,1,1,1,6,6,0,3,1,2,1,5,5
3752,6,1,4,1,1,1,0,2,6,0,1,2,2,8,8,0,3,1,4,3,5,0
3753,3,1,3,2,5,1,0,0,10,2,1,2,2,8,6,0,3,1,4,2,5,0
3754,6,3,4,1,1,1,0,2,2,0,1,2,2,8,8,0,3,1,4,3,4,0
3755,6,1,9,1,1,1,0,2,10,0,1,2,2,8,8,0,3,1,4,3,5,0
3756,6,1,4,1,2,1,0,0,4,0,1,1,1,6,0,0,3,1,2,1,6,1
3757,3,4,4,2,5,1,0,0,6,2,1,2,2,8,6,0,3,1,4,3,5,0
3758,3,1,3,2,5,1,0,0,6,2,1,2,2,3,3,0,3,1,4,2,5,0
3759,3,1,10,1,2,1,0,0,8,0,1,1,1,0,6,0,3,1,2,1,6,5
3760,3,1,3,2,5,1,0,0,10,2,1,2,2,3,8,0,3,1,4,2,6,0
3761,3,4,3,2,5,1,0,0,11,2,1,2,2,8,6,0,3,1,4,3,5,0
3762,3,1,4,2,5,1,0,0,10,2,1,2,2,6,8,0,3,1,4,3,5,0
3763,3,4,3,2,5,1,0,0,6,2,1,2,2,3,8,0,3,1,4,3,6,0
3764,3,1,4,2,5,1,0,0,10,2,1,2,2,8,6,0,3,1,4,2,5,0
3765,3,4,5,2,5,1,0,0,10,2,1,2,2,8,6,0,3,1,4,2,6,0
3766,3,4,3,2,5,1,0,0,11,2,1,2,2,6,8,0,3,1,4,2,5,0
3767,3,4,5,2,5,1,0,0,11,2,1,2,2,3,3,0,3,1,4,3,5,0
3768,3,1,3,2,5,1,0,0,6,2,1,2,2,6,6,0,3,1,4,3,6,0
3769,3,4,3,2,5,1,0,0,11,2,1,2,2,8,6,0,3,1,4,3,6,0
3770,3,1,4,2,5,1,0,0,11,2,1,2,2,8,3,0,3,1,4,2,6,0
3771,6,1,4,2,5,1,0,0,8,2,1,2,2,6,8,0,3,1,4,3,6,0
3772,3,4,5,2,5,1,0,0,8,2,1,2,2,8,6,0,3,1,4,3,6,0
3773,3,4,5,2,5,1,0,0,8,2,1,2,2,3,6,0,3,1,4,3,5,0
3774,6,1,3,2,5,1,0,0,6,2,1,2,2,3,8,0,3,1,4,2,6,0
3775,3,1,5,2,5,1,0,0,8,2,1,2,2,8,6,0,3,1,4,2,6,0
3776,6,1,4,1,2,1,0,0,4,0,1,1,1,4,4,0,3,1,2,1,6,5
3777,3,4,3,2,5,1,0,0,8,2,1,2,2,8,6,0,3,1,4,3,6,0
3778,6,4,4,2,5,1,0,0,6,2,1,2,2,8,3,0,3,1,4,2,6,0
3779,3,4,5,2,5,1,0,0,11,2,1,2,2,6,6,0,3,1,4,3,5,0
3780,3,4,5,2,5,1,0,0,11,2,1,2,2,3,6,0,3,1,4,2,6,0
3781,3,4,4,2,5,1,0,0,11,2,1,2,2,6,3,0,3,1,4,3,6,0
3782,6,1,4,1,2,1,0,0,4,0,1,1,1,6,4,0,3,1,2,1,5,0
3783,3,1,3,2,5,1,0,0,11,2,1,2,2,6,8,0,3,1,4,3,5,0
3784,3,1,4,1,2,1,0,0,2,0,1,1,1,6,0,0,3,1,2,1,5,0
3785,3,4,4,2,5,1,0,0,10,2,1,2,2,6,6,0,3,1,4,3,6,0
3786,3,4,4,2,5,1,0,0,6,2,1,2,2,3,3,0,3,1,4,3,5,0
3787,3,1,4,2,5,1,0,0,10,2,1,2,2,6,8,0,3,1,4,2,6,0
3788,3,1,10,1,2,1,0,0,4,0,1,1,1,6,0,0,3,1,2,1,5,5
3789,6,4,5,2,5,1,0,0,6,2,1,2,2,3,8,0,3,1,4,3,5,0
3790,3,4,4,2,5,1,0,0,8,2,1,2,2,3,3,0,3,1,4,3,6,0
3791,3,1,4,1,2,1,0,0,4,0,1,1,1,0,4,0,3,1,2,1,5,0
3792,3,4,5,2,5,1,0,0,11,2,1,2,2,3,8,0,3,1,4,2,5,0
3793,6,1,4,1,1,1,2,2,10,0,1,2,2,8,8,0,3,1,4,2,4,0
3794,3,4,3,2,5,1,0,0,11,2,1,2,2,6,8,0,3,1,4,3,6,0
3795,6,3,9,1,1,1,2,2,2,0,1,2,2,8,8,0,3,1,4,2,4,0
3796,3,4,5,2,5,1,0,0,6,2,1,2,2,8,6,0,3,1,4,2,5,0
3797,6,3,9,1,1,1,0,2,6,0,1,2,2,8,8,0,3,1,4,3,5,0
3798,3,4,3,2,5,1,0,0,8,2,1,2,2,6,6,0,3,1,4,3,6,0
3799,3,1,4,2,5,1,0,0,10,2,1,2,2,8,3,0,3,1,4,3,5,0
3800,3,1,3,2,5,1,0,0,8,2,1,2,2,6,8,0,3,1,4,2,6,0
3801,3,4,3,2,5,1,0,0,11,2,1,2,2,3,8,0,3,1,4,3,6,0
3802,6,3,4,1,1,1,0,2,8,0,1,2,2,8,8,0,3,1,4,2,4,0
3803,3,4,3,2,5,1,0,0,6,2,1,2,2,6,8,0,3,1,4,2,6,0
3804,3,4,3,2,5,1,0,0,6,2,1,2,2,3,3,0,3,1,4,2,5,0
3805,6,1,6,1,1,1,2,2,6,0,1,2,2,8,8,0,3,1,4,2,5,0
3806,3,1,3,2,5,1,0,0,10,2,1,2,2,6,6,0,3,1,4,2,6,0
3807,6,3,6,1,1,1,0,2,10,0,1,2,2,8,8,0,3,1,4,3,5,0
3808,3,1,3,2,5,1,0,0,11,2,1,2,2,6,3,0,3,1,4,2,6,0
3809,3,1,4,1,2,1,0,0,2,0,1,1,1,0,6,0,3,1,2,1,6,1
3810,3,4,4,2,5,1,0,0,8,2,1,2,2,3,6,0,3,1,4,3,6,0
3811,6,1,4,1,2,1,0,0,4,0,1,1,1,4,6,0,3,1,2,1,6,1
3812,3,4,5,2,5,1,0,0,6,2,1,2,2,6,6,0,3,1,4,2,5,0
3813,3,4,3,2,5,1,0,0,10,2,1,2,2,6,6,0,3,1,4,3,5,0
3814,3,4,5,2,5,1,0,0,10,2,1,2,2,6,6,0,3,1,4,2,5,0
3815,6,3,6,1,1,1,2,2,2,0,1,2,2,8,8,0,3,1,4,2,4,0
3816,6,4,4,1,2,1,0,0,4,0,1,1,1,4,6,0,3,1,2,1,6,5
3817,3,1,3,2,5,1,0,0,8,2,1,2,2,3,6,0,3,1,4,3,5,0
3818,3,1,4,2,5,1,0,0,11,2,1,2,2,8,8,0,3,1,4,2,5,0
3819,3,4,4,2,5,1,0,0,6,2,1,2,2,8,8,0,3,1,4,2,5,0
3820,3,4,3,2,5,1,0,0,8,2,1,2,2,3,8,0,3,1,4,3,6,0
3821,3,4,3,2,5,1,0,0,10,2,1,2,2,8,8,0,3,1,4,2,5,0
3822,6,1,4,2,5,1,0,0,6,2,1,2,2,8,6,0,3,1,4,3,6,0
3823,6,1,4,1,2,1,0,0,2,0,1,1,1,4,6,0,3,1,2,1,6,0
3824,6,4,5,2,5,1,0,0,10,2,1,2,2,3,6,0,3,1,4,3,6,0
3825,3,4,3,2,5,1,0,0,10,2,1,2,2,8,6,0,3,1,4,2,6,0
3826,3,1,3,2,5,1,0,0,6,2,1,2,2,6,8,0,3,1,4,2,6,0
